Titulo,Autor(es),DOI,URL,Journal,NCBIID,Citation,PMCID,Año de Publicación
Glycogen-Degrading Activities of Catalytic Domains of α-Amylase and α-Amylase-Pullulanase Enzymes Conserved in Gardnerella spp. from the Vaginal Microbiome.,"Bhandari P, Tingley J, Abbott DW, Hill JE",10.1128/jb.00393-22,https://ncbi.nlm.nih.gov/pubmed/36744900,J Bacteriol,36744900,"Bhandari P, et al. Glycogen-Degrading Activities of Catalytic Domains of α-Amylase and α-Amylase-Pullulanase Enzymes Conserved in Gardnerella spp. from the Vaginal Microbiome. Glycogen-Degrading Activities of Catalytic Domains of α-Amylase and α-Amylase-Pullulanase Enzymes Conserved in Gardnerella spp. from the Vaginal Microbiome. 2023; 205:e0039322. doi: 10.1128/jb.00393-22",N/A,2023
Leveraging 16S rRNA data to uncover vaginal microbial signatures in women with cervical cancer.,"Wu M, Yu H, Gao Y, Li H, Wang C, Li H, Ma X, Dong M, Li B, Bai J, Dong Y, Fan X, Zhang J, Yan Y, Qi W, Han C, Fan A, Xue F",10.3389/fcimb.2023.1024723,https://ncbi.nlm.nih.gov/pubmed/36743303,Front Cell Infect Microbiol,36743303,"Wu M, et al. Leveraging 16S rRNA data to uncover vaginal microbial signatures in women with cervical cancer. Leveraging 16S rRNA data to uncover vaginal microbial signatures in women with cervical cancer. 2023; 13:1024723. doi: 10.3389/fcimb.2023.1024723",N/A,2023
Gardnerella subgroup dominant microbiomes are associated with divergent cervicovaginal immune responses in a longitudinal cohort of Kenyan women.,"Shvartsman E, Perciani CT, Richmond MEI, Russell JNH, Tough RH, Vancuren SJ, Hill JE, Kavi-Icr, Jaoko W, McKinnon LR, Sandstrom PA, MacDonald KS",10.3389/fimmu.2022.974195,https://ncbi.nlm.nih.gov/pubmed/36726972,Front Immunol,36726972,"Shvartsman E, et al. Gardnerella subgroup dominant microbiomes are associated with divergent cervicovaginal immune responses in a longitudinal cohort of Kenyan women. Gardnerella subgroup dominant microbiomes are associated with divergent cervicovaginal immune responses in a longitudinal cohort of Kenyan women. 2022; 13:974195. doi: 10.3389/fimmu.2022.974195",N/A,2022
Vaginal Microbiota and Pregnancy Outcomes of Patients with Conization Histories.,"Hashiramoto S, Kinjo T, Tanaka SE, Arai W, Shimada M, Ashikawa K, Sakuraba Y, Yuji O, Yara N, Kinjyo Y, Chinen Y, Nagai Y, Mekaru K, Aoki Y",10.1089/jwh.2022.0440,https://ncbi.nlm.nih.gov/pubmed/36720074,J Womens Health (Larchmt),36720074,"Hashiramoto S, et al. Vaginal Microbiota and Pregnancy Outcomes of Patients with Conization Histories. Vaginal Microbiota and Pregnancy Outcomes of Patients with Conization Histories. 2023; 32:375-384. doi: 10.1089/jwh.2022.0440",N/A,2023
Characterization of microbial communities and predicted metabolic pathways in the uterus of healthy mares.,"Thomson P, Pareja J, Núñez A, Santibáñez R, Castro R",10.5455/OVJ.2022.v12.i6.3,https://ncbi.nlm.nih.gov/pubmed/36650865,Open Vet J,36650865,"Thomson P, et al. Characterization of microbial communities and predicted metabolic pathways in the uterus of healthy mares. Characterization of microbial communities and predicted metabolic pathways in the uterus of healthy mares. 2022; 12:797-805. doi: 10.5455/OVJ.2022.v12.i6.3",N/A,2022
The alteration of intrauterine microbiota in chronic endometritis patients based on 16S rRNA sequencing analysis.,"Chen Q, Zhang X, Hu Q, Zhang W, Xie Y, Wei W",10.1186/s12941-023-00556-4,https://ncbi.nlm.nih.gov/pubmed/36635729,Ann Clin Microbiol Antimicrob,36635729,"Chen Q, et al. The alteration of intrauterine microbiota in chronic endometritis patients based on 16S rRNA sequencing analysis. The alteration of intrauterine microbiota in chronic endometritis patients based on 16S rRNA sequencing analysis. 2023; 22:4. doi: 10.1186/s12941-023-00556-4",N/A,2023
Optimal sampling and analysis methods for clinical diagnostics of vaginal microbiome.,"Kero K, Hieta N, Kallonen T, Ahtikoski A, Laine HK, Rautava J, Munukka E",10.1007/s10096-022-04545-x,https://ncbi.nlm.nih.gov/pubmed/36624297,Eur J Clin Microbiol Infect Dis,36624297,"Kero K, et al. Optimal sampling and analysis methods for clinical diagnostics of vaginal microbiome. Optimal sampling and analysis methods for clinical diagnostics of vaginal microbiome. 2023; 42:201-208. doi: 10.1007/s10096-022-04545-x",N/A,2023
"Recent Key Studies in Cancers of the Uterine Corpus and Cervix: New Updates in Immunotherapy, the Microbiome, Bone Density, Quantifying Lymphovascular Invasion, and Hypofractionated Pelvic Radiation Therapy.","Harkenrider M, Fields E, Chopra S, Damast S, Kidd EA, Chino J",10.1016/j.ijrobp.2022.07.1833,https://ncbi.nlm.nih.gov/pubmed/36621226,Int J Radiat Oncol Biol Phys,36621226,"Harkenrider M, et al. Recent Key Studies in Cancers of the Uterine Corpus and Cervix: New Updates in Immunotherapy, the Microbiome, Bone Density, Quantifying Lymphovascular Invasion, and Hypofractionated Pelvic Radiation Therapy. Recent Key Studies in Cancers of the Uterine Corpus and Cervix: New Updates in Immunotherapy, the Microbiome, Bone Density, Quantifying Lymphovascular Invasion, and Hypofractionated Pelvic Radiation Therapy. 2023; 115:269-275. doi: 10.1016/j.ijrobp.2022.07.1833",N/A,2023
Changes in vaginal microbiome after focused ultrasound treatment of high-risk human papillomavirus infection-related low-grade cervical lesions.,"Wang W, Liu Y, Yang Y, Ren J, Zhou H",10.1186/s12879-022-07937-8,https://ncbi.nlm.nih.gov/pubmed/36604622,BMC Infect Dis,36604622,"Wang W, et al. Changes in vaginal microbiome after focused ultrasound treatment of high-risk human papillomavirus infection-related low-grade cervical lesions. Changes in vaginal microbiome after focused ultrasound treatment of high-risk human papillomavirus infection-related low-grade cervical lesions. 2023; 23:3. doi: 10.1186/s12879-022-07937-8",N/A,2023
The diversity of vaginal microbiome in women infected with single HPV and multiple genotype HPV infections in China.,"Liu S, Li Y, Song Y, Wu X, Baloch Z, Xia X",10.3389/fcimb.2022.642074,https://ncbi.nlm.nih.gov/pubmed/36601309,Front Cell Infect Microbiol,36601309,"Liu S, et al. The diversity of vaginal microbiome in women infected with single HPV and multiple genotype HPV infections in China. The diversity of vaginal microbiome in women infected with single HPV and multiple genotype HPV infections in China. 2022; 12:642074. doi: 10.3389/fcimb.2022.642074",N/A,2022
A vagina on a chip to model microbiome-host interactions.,Stone L,10.1038/s41585-022-00717-8,https://ncbi.nlm.nih.gov/pubmed/36600086,Nat Rev Urol,36600086,Stone L. A vagina on a chip to model microbiome-host interactions. A vagina on a chip to model microbiome-host interactions. 2023; 20:64. doi: 10.1038/s41585-022-00717-8,N/A,2023
Evaluation of the efficacy of Lactobacillus-containing feminine hygiene products on vaginal microbiome and genitourinary symptoms in pre- and postmenopausal women: A pilot randomized controlled trial.,"Yoshikata R, Yamaguchi M, Mase Y, Tatsuyuki A, Myint KZY, Ohta H",10.1371/journal.pone.0270242,https://ncbi.nlm.nih.gov/pubmed/36584204,PLoS One,36584204,"Yoshikata R, et al. Evaluation of the efficacy of Lactobacillus-containing feminine hygiene products on vaginal microbiome and genitourinary symptoms in pre- and postmenopausal women: A pilot randomized controlled trial. Evaluation of the efficacy of Lactobacillus-containing feminine hygiene products on vaginal microbiome and genitourinary symptoms in pre- and postmenopausal women: A pilot randomized controlled trial. 2022; 17:e0270242. doi: 10.1371/journal.pone.0270242",N/A,2022
Changes in the Cervical Microbiota of Women with Different High-Risk Human Papillomavirus Loads.,"Camargo M, Vega L, Muñoz M, Sánchez R, Patarroyo ME, Ramírez JD, Patarroyo MA",10.3390/v14122674,https://ncbi.nlm.nih.gov/pubmed/36560678,Viruses,36560678,"Camargo M, et al. Changes in the Cervical Microbiota of Women with Different High-Risk Human Papillomavirus Loads. Changes in the Cervical Microbiota of Women with Different High-Risk Human Papillomavirus Loads. 2022; 14:(unknown pages). doi: 10.3390/v14122674",N/A,2022
"Ovarian Microbiota, Ovarian Cancer and the Underestimated Role of HPV.","Cazzaniga M, Cardinali M, Di Pierro F, Bertuccioli A",10.3390/ijms232416019,https://ncbi.nlm.nih.gov/pubmed/36555661,Int J Mol Sci,36555661,"Cazzaniga M, et al. Ovarian Microbiota, Ovarian Cancer and the Underestimated Role of HPV. Ovarian Microbiota, Ovarian Cancer and the Underestimated Role of HPV. 2022; 23:(unknown pages). doi: 10.3390/ijms232416019",N/A,2022
In-Silico Functional Metabolic Pathways Associated to Chlamydia trachomatis Genital Infection.,"Filardo S, Di Pietro M, De Angelis M, Brandolino G, Porpora MG, Sessa R",10.3390/ijms232415847,https://ncbi.nlm.nih.gov/pubmed/36555488,Int J Mol Sci,36555488,"Filardo S, et al. In-Silico Functional Metabolic Pathways Associated to Chlamydia trachomatis Genital Infection. In-Silico Functional Metabolic Pathways Associated to Chlamydia trachomatis Genital Infection. 2022; 23:(unknown pages). doi: 10.3390/ijms232415847",N/A,2022
Alterations of the vaginal microbiome in healthy pregnant women positive for group B Streptococcus colonization during the third trimester.,"Shabayek S, Abdellah AM, Salah M, Ramadan M, Fahmy N",10.1186/s12866-022-02730-8,https://ncbi.nlm.nih.gov/pubmed/36544085,BMC Microbiol,36544085,"Shabayek S, et al. Alterations of the vaginal microbiome in healthy pregnant women positive for group B Streptococcus colonization during the third trimester. Alterations of the vaginal microbiome in healthy pregnant women positive for group B Streptococcus colonization during the third trimester. 2022; 22:313. doi: 10.1186/s12866-022-02730-8",N/A,2022
Lactobacillus spp. in the reproductive system of female moths and mating induced changes and possible transmission.,"Zhao QY, Zhang LY, Fu DY, Xu J, Chen P, Ye H",10.1186/s12866-022-02724-6,https://ncbi.nlm.nih.gov/pubmed/36536275,BMC Microbiol,36536275,"Zhao QY, et al. Lactobacillus spp. in the reproductive system of female moths and mating induced changes and possible transmission. Lactobacillus spp. in the reproductive system of female moths and mating induced changes and possible transmission. 2022; 22:308. doi: 10.1186/s12866-022-02724-6",N/A,2022
Therapeutic intervention based on gene sequencing analysis of microbial 16S ribosomal RNA of the intrauterine microbiome improves pregnancy outcomes in IVF patients: a prospective cohort study.,"Iwami N, Kawamata M, Ozawa N, Yamamoto T, Watanabe E, Mizuuchi M, Moriwaka O, Kamiya H",10.1007/s10815-022-02688-6,https://ncbi.nlm.nih.gov/pubmed/36534230,J Assist Reprod Genet,36534230,"Iwami N, et al. Therapeutic intervention based on gene sequencing analysis of microbial 16S ribosomal RNA of the intrauterine microbiome improves pregnancy outcomes in IVF patients: a prospective cohort study. Therapeutic intervention based on gene sequencing analysis of microbial 16S ribosomal RNA of the intrauterine microbiome improves pregnancy outcomes in IVF patients: a prospective cohort study. 2023; 40:125-135. doi: 10.1007/s10815-022-02688-6",N/A,2023
"Probiotic treatment with specific lactobacilli does not improve an unfavorable vaginal microbiota prior to fertility treatment-A randomized, double-blinded, placebo-controlled trial.","Jepsen IE, Saxtorph MH, Englund ALM, Petersen KB, Wissing MLM, Hviid TVF, Macklon N",10.3389/fendo.2022.1057022,https://ncbi.nlm.nih.gov/pubmed/36531460,Front Endocrinol (Lausanne),36531460,"Jepsen IE, et al. Probiotic treatment with specific lactobacilli does not improve an unfavorable vaginal microbiota prior to fertility treatment-A randomized, double-blinded, placebo-controlled trial. Probiotic treatment with specific lactobacilli does not improve an unfavorable vaginal microbiota prior to fertility treatment-A randomized, double-blinded, placebo-controlled trial. 2022; 13:1057022. doi: 10.3389/fendo.2022.1057022",N/A,2022
Lactobacillus-dominance and rapid stabilization of vaginal microbiota in combined oral contraceptive pill users examined through a longitudinal cohort study with frequent vaginal sampling over two years.,"Tuddenham S, Gajer P, Burke AE, Murphy C, Klein SL, Stennett CA, Wilgus B, Ravel J, Ghanem KG, Brotman RM",10.1016/j.ebiom.2022.104407,https://ncbi.nlm.nih.gov/pubmed/36529102,EBioMedicine,36529102,"Tuddenham S, et al. Lactobacillus-dominance and rapid stabilization of vaginal microbiota in combined oral contraceptive pill users examined through a longitudinal cohort study with frequent vaginal sampling over two years. Lactobacillus-dominance and rapid stabilization of vaginal microbiota in combined oral contraceptive pill users examined through a longitudinal cohort study with frequent vaginal sampling over two years. 2023; 87:104407. doi: 10.1016/j.ebiom.2022.104407",N/A,2023
"Insights into the vaginal microbiome in a diverse group of women of African, Asian and European ancestries.","Roachford OSE, Alleyne AT, Nelson KE",10.7717/peerj.14449,https://ncbi.nlm.nih.gov/pubmed/36518275,PeerJ,36518275,"Roachford OSE, et al. Insights into the vaginal microbiome in a diverse group of women of African, Asian and European ancestries. Insights into the vaginal microbiome in a diverse group of women of African, Asian and European ancestries. 2022; 10:e14449. doi: 10.7717/peerj.14449",N/A,2022
Non-Lactobacillus-Dominant and Polymicrobial Vaginal Microbiomes Are More Common in Younger South African Women and Predictive of Increased Risk of Human Immunodeficiency Virus Acquisition.,"Wang Y, Noël-Romas L, Perner M, Knodel S, Molatlhegi R, Hoger S, Birse K, Zuend CF, McKinnon LR, Burgener AD",10.1093/cid/ciac938,https://ncbi.nlm.nih.gov/pubmed/36504254,Clin Infect Dis,36504254,"Wang Y, et al. Non-Lactobacillus-Dominant and Polymicrobial Vaginal Microbiomes Are More Common in Younger South African Women and Predictive of Increased Risk of Human Immunodeficiency Virus Acquisition. Non-Lactobacillus-Dominant and Polymicrobial Vaginal Microbiomes Are More Common in Younger South African Women and Predictive of Increased Risk of Human Immunodeficiency Virus Acquisition. 2023; 76:1372-1381. doi: 10.1093/cid/ciac938",N/A,2023
The endometrial microbiota profile influenced pregnancy outcomes in patients with repeated implantation failure: a retrospective study.,"Zou Y, Liu X, Chen P, Wang Y, Li W, Huang R",10.1016/j.jri.2022.103782,https://ncbi.nlm.nih.gov/pubmed/36502684,J Reprod Immunol,36502684,"Zou Y, et al. The endometrial microbiota profile influenced pregnancy outcomes in patients with repeated implantation failure: a retrospective study. The endometrial microbiota profile influenced pregnancy outcomes in patients with repeated implantation failure: a retrospective study. 2023; 155:103782. doi: 10.1016/j.jri.2022.103782",N/A,2023
Endometrial and vaginal microbiomes influence assisted reproductive technology outcomes.,"Miyagi M, Mekaru K, Tanaka SE, Arai W, Ashikawa K, Sakuraba Y, Nakamura R, Oishi S, Akamine K, Aoki Y",10.5935/1518-0557.20220040,https://ncbi.nlm.nih.gov/pubmed/36468798,JBRA Assist Reprod,36468798,"Miyagi M, et al. Endometrial and vaginal microbiomes influence assisted reproductive technology outcomes. Endometrial and vaginal microbiomes influence assisted reproductive technology outcomes. 2023; 27:267-281. doi: 10.5935/1518-0557.20220040",N/A,2023
HPV-related cervical diseases: Alteration of vaginal microbiotas and promising potential for diagnosis.,"Xu X, Rao H, Fan X, Pang X, Wang Y, Zhao L, Xing J, Lv X, Wang T, Tao J, Zhang X, Qian J, Lou H",10.1002/jmv.28351,https://ncbi.nlm.nih.gov/pubmed/36437385,J Med Virol,36437385,"Xu X, et al. HPV-related cervical diseases: Alteration of vaginal microbiotas and promising potential for diagnosis. HPV-related cervical diseases: Alteration of vaginal microbiotas and promising potential for diagnosis. 2023; 95:e28351. doi: 10.1002/jmv.28351",N/A,2023
Vaginal microbiome-host interactions modeled in a human vagina-on-a-chip.,"Mahajan G, Doherty E, To T, Sutherland A, Grant J, Junaid A, Gulati A, LoGrande N, Izadifar Z, Timilsina SS, Horváth V, Plebani R, France M, Hood-Pishchany I, Rakoff-Nahoum S, Kwon DS, Goyal G, Prantil-Baun R, Ravel J, Ingber DE",10.1186/s40168-022-01400-1,https://ncbi.nlm.nih.gov/pubmed/36434666,Microbiome,36434666,"Mahajan G, et al. Vaginal microbiome-host interactions modeled in a human vagina-on-a-chip. Vaginal microbiome-host interactions modeled in a human vagina-on-a-chip. 2022; 10:201. doi: 10.1186/s40168-022-01400-1",N/A,2022
